USER,DATE,STAR,LIKE,TITLE,REVIEW
Jacs81,2021-10-19 02:47:38-07:00,1,0,Stopped working,"Worked great for about 2 months and now it shuts off in the middle of the night. I use it as an alarm so imagine my surprise when I woke up an hour later than my normal time. When I open the journal, it’ll show it wasn’t turned on at all (it was) or that my sleep lasted 30 minutes. It’s a bummer because I liked using it and paid to upgrade and now it’s useless."
C0M0,2021-10-17 07:03:08-07:00,4,0,Did something happen recently?,All of a sudden all my nights are like 95%+. I haven’t changed how I’ve used the app in years so it seems it got recalibrated or something in a software update.
G Medina,2021-10-17 06:16:42-07:00,2,0,Algorithms Changed?,"I’ve been using this since 2018. It was really helpful and motivating to see my overall quality average. 

I’ve noticed in the past few weeks v6.17.3 something has changed and 9 hours of sleep doesn’t get me anywhere near 90% sleep. I don’t know what’s changed but it suddenly became very sensitive and I didn’t change anything."
yukheis,2021-10-15 09:48:53-07:00,1,0,might as well make it a paid app,i downloaded this app for the sleep talking/snoring tracker feature. woke up this morning and couldn't even listen to them because you have to pay for it. what a waste of time
Bluechelloes,2021-10-15 05:48:41-07:00,5,1,Great sleep aid app,Love hearing myself snore it’s super hot
kmt4581,2021-10-14 20:12:45-07:00,4,0,More Ambiance,I wish there was more selections to the Ambiance. Something like thunder storms would be good.
Sam Bearcat,2021-10-13 08:29:20-07:00,3,0,Difficult to use with Apple Watch,"It is difficult to snooze Sleep Cycle on Apple Watch. It sometimes but not always, takes 2 taps to snooze. Seems random. After tapping once when the alarm vibrates a “stop” button appears right next to the “snooze” button. If you are off just a little Sleep Cycle will be turned off prematurely. Very frustrating. 

Also, there is no option for not setting an alarm when using Apple Watch. So on thhe weekends I have to set the alarm for much later than I expect to wake up.  

That leads me to my 3rd frustration; Sleep Cycle must be turned on manually every night and turned off manually in the morning. I would prefer these actions to happen automatically. 

I do like all of the information this app provides. The intelligent snooze has benefits and drawbacks. Benefit: snooze duration is reduced each time. So it wakes me up gradually. Drawback: I never know when the first snooze will occur. It’s different every morning. So I never know how much snooze time I have."
Ginger43211235,2021-10-13 06:32:05-07:00,3,1,What changed?,"Over a year ago I got this app, paid for premium. I enjoyed the insights! When I renewed this year I feel like it’s functionality has been cut in half. EVERY night it says I fall asleep at 9 minutes, even though I’m often up long past the 30 minute sound buffer they offer. One of many few sad inconsistencies that started popping up leaving me confused why after nights of tossing and turning suddenly my sleep is rated 100%. Also it pretty much just tracks my dog. Snoring and panting. And he does not sleep in my bed. I feel like this app took a deep dive down. And my refund won’t process as Apple won’t authorize it."
Mason Magley,2021-10-13 01:15:10-07:00,5,0,My Favorite App,"This app is great, I love sleep and using this app allows me to get a better idea of how I'm sleeping. I do wake up feeling more rested most days and the microphone is really accurate on its tracking, even with the fan going on in the background. If I could add something this app, it would be to allow myself to add my own wake up sound. I still sometimes have a hard time forcing myself out of bed, so it would be nice to make my own sound telling myself to get out of bed"
PipeOrganist,2021-10-12 11:55:00-07:00,1,0,"IT IS NO LONGER SYNCING, as of 10-11-2021","It no longer syncs, as of 10-11-2021. My account is still active and in good standing. The app says it's syncing, but it never finishes syncing."
Jayla_Dount⭐️🧸💕🌸🦄🌈💗🍒❤️,2021-10-10 18:57:16-07:00,5,0,My sleep companion for years,I have used this app as an alarm and also to track my sleep efficiency for years. Seems very accurate. Love the  calming sounds . Interesting to see when I cough or snore throughout the night .
Impatient Student,2021-10-10 05:52:28-07:00,5,0,Love this app with some reservations,"I have been using this app on and off for years and I really like it. I’m sorry working on being more consistent now that I’ve been diagnosed with a see disorder and I want to track how well or poorly I sleep. I got an Apple Watch and I love that alarm experience more than the one offered by the app because it doesn’t disturb my partner from his sleep. The only thing is that the Apple Watch doesn’t have weekend mode, you can only set an alarm and I don’t like that. I hope in the future, the developer is able to add that as a feature."
tom7425uu,2021-10-10 05:29:15-07:00,1,0,Never works,"I tried multiple ways to put my iPad in different position/angle/setting, with power cord connected. None of them work even single once. Every night, the app shows that I slept well and recorded almost no sounds at all. Disappointed, very disappointed."
Seank1997,2021-10-08 22:22:31-07:00,5,0,Great App!,This app is a great sleep tracker and I love the feature of being able to gear the audio from during the night of me taking and making noise during the night.
Akopoe,2021-10-08 21:42:07-07:00,4,0,Automation is needed for 5 stars,If you could automatically turn it on at a set time every night that would be great.
anndan7,2021-10-08 08:03:12-07:00,1,0,Does not work,Half of the time my alarm turns off in the middle of the night and does not go off when it is supposed to
Master of quality,2021-10-08 04:31:00-07:00,5,0,Best alarm ever,I feel so much better when the alarm goes off. It is at the right time of my sleep and it’s a beautiful sound.
BatSh1tCrazyDogMom,2021-10-07 11:11:56-07:00,2,0,Practically useless without buying Premium membership,"I used this one night. There was no way to determine if any of the sounds it picked up were actually me or my large dog who slept right next to the bed and nightstand where the phone was set up unless I wanted to buy the premium membership. And while their privacy policy seems fairly good, they still have enough loopholes allowing for all your data to be turned over to authorities, essentially making it just another eavesdropper. I’ll stick with my Fitbit to track my sleep stages."
Baenanas,2021-10-07 10:49:13-07:00,1,0,Yuck,You can’t do anything without paying. Might as well make it a paid app
ITshnick,2021-10-07 03:38:06-07:00,4,0,Was Better Before,You could buy a full version with all features with a one time payment. Now there is a subscription only for premium. No way I’m paying for that
